,str,dex,con,int,wis,cha,ac,hp,perception,fortitude,reflex,will,focus,melee_max_bonus,avg_melee_dmg,ranged_max_bonus,avg_ranged_dmg,max_spell_lvl,spell_dc,spell_attack,book,level,name
693,1,4,2,0,3,1,21,60,11,10,12,9,0,9,6.5,9,7.5,0,0,0,Pathfinder Adventure: Crown of the Kobold King,4,Kapmek
681,1,4,3,0,2,0,19,26,8,9,10,6,0,10,5.5,0,0.0,0,0,0,Pathfinder Adventure: Crown of the Kobold King,2,Dark Talon Kobold
694,-1,2,1,4,0,3,15,20,5,6,7,5,0,7,1.5,0,0.0,1,17,9,Pathfinder Adventure: Crown of the Kobold King,1,Kerrdremak
697,4,0,3,0,1,2,16,56,8,10,7,8,0,11,11.5,0,0.0,0,0,0,Pathfinder Adventure: Crown of the Kobold King,3,Lekmek
698,0,3,3,0,4,2,22,75,13,14,10,13,0,12,4.5,0,0.0,3,22,14,Pathfinder Adventure: Crown of the Kobold King,5,Narlynark
699,5,0,2,-5,0,-5,23,145,13,15,11,13,0,18,20.5,0,0.0,0,0,0,Pathfinder Adventure: Crown of the Kobold King,7,Tallow Guardian
700,6,3,4,-2,4,2,22,130,15,17,14,15,0,17,16.0,0,0.0,0,0,0,Pathfinder Adventure: Crown of the Kobold King,7,The Disciples
701,3,1,2,-2,1,0,17,45,7,8,7,5,0,9,11.0,0,0.0,0,0,0,Pathfinder Adventure: Crown of the Kobold King,2,Thoqqua
702,2,-2,4,-5,0,-5,17,20,4,8,4,6,0,8,7.5,0,0.0,0,0,0,Pathfinder Adventure: Crown of the Kobold King,2,Ulizmila's Cauldron
684,2,4,2,6,4,2,23,115,16,13,15,17,0,15,11.0,0,0.0,4,25,17,Pathfinder Adventure: Crown of the Kobold King,8,Drazmorg The Damned
683,5,2,4,-5,0,-5,22,56,11,13,11,9,0,14,12.0,0,0.0,0,0,0,Pathfinder Adventure: Crown of the Kobold King,5,Dismemberment Table
696,4,6,4,2,4,6,26,140,16,14,18,16,0,19,16.0,0,0.0,4,26,18,Pathfinder Adventure: Crown of the Kobold King,8,King Merlokrep
695,6,2,4,0,4,4,26,135,16,18,14,16,2,19,16.0,0,0.0,4,20,10,Pathfinder Adventure: Crown of the Kobold King,8,Kieragan Skross
704,1,4,2,0,1,2,17,30,7,8,10,5,0,11,5.5,0,0.0,0,0,0,Pathfinder Adventure: Crown of the Kobold King,2,Ygrik
516,5,7,4,-3,4,-3,31,250,25,19,25,19,0,24,25.5,26,30.5,0,0,0,Pathfinder #184: The Ghouls Hunger,12,Rotbomber
507,8,6,4,3,8,4,37,270,29,25,27,29,0,29,29.5,0,0.0,0,0,0,Pathfinder #184: The Ghouls Hunger,15,Ancient Skaveling
508,5,8,2,5,5,4,33,210,23,20,26,23,0,26,31.5,0,0.0,8,33,25,Pathfinder #184: The Ghouls Hunger,13,Bloodshroud
509,6,4,6,1,4,4,29,155,15,21,15,18,1,19,24.0,19,20.0,1,25,17,Pathfinder #184: The Ghouls Hunger,9,Ghoul Antipaladin
510,1,3,1,5,3,7,28,190,18,18,21,24,0,19,19.0,0,0.0,6,34,26,Pathfinder #184: The Ghouls Hunger,11,Ghoul Gnawer
511,6,7,2,5,4,5,34,230,25,20,26,23,0,27,22.5,27,17.0,0,0,0,Pathfinder #184: The Ghouls Hunger,13,Ghoul Razorclaw
512,4,7,4,5,4,7,34,200,23,22,24,25,2,27,22.5,0,0.0,7,33,25,Pathfinder #184: The Ghouls Hunger,13,Harmony In Agony
513,8,4,5,6,4,5,37,240,27,27,25,29,3,31,26.5,0,0.0,8,36,28,Pathfinder #184: The Ghouls Hunger,15,Hyrune Loxenna
514,6,4,6,-2,3,3,31,180,20,23,21,20,1,23,27.5,0,0.0,7,31,21,Pathfinder #184: The Ghouls Hunger,11,Nydazuul
515,-5,7,0,-1,3,5,29,130,20,16,19,18,0,23,21.0,0,0.0,5,29,21,Pathfinder #184: The Ghouls Hunger,10,Pyrogeist
517,0,4,2,3,2,5,31,190,17,19,21,19,2,22,15.0,0,0.0,6,30,22,Pathfinder #184: The Ghouls Hunger,11,Rumin Purgo
518,7,5,7,-5,0,-5,31,195,17,20,20,17,0,24,23.5,0,0.0,0,0,0,Pathfinder #184: The Ghouls Hunger,11,Solar Glass Golem
519,8,3,7,-4,3,0,29,220,17,22,16,16,0,23,21.0,0,0.0,0,0,0,Pathfinder #184: The Ghouls Hunger,10,Straugh
521,5,3,2,2,5,3,29,132,21,17,19,21,0,22,18.0,20,18.0,6,26,18,Pathfinder #184: The Ghouls Hunger,10,Vampire Guardian
520,8,5,8,-5,2,-5,37,255,25,28,25,22,0,29,34.5,0,0.0,0,0,0,Pathfinder #184: The Ghouls Hunger,14,Terrorguard
523,4,6,5,4,8,6,36,240,29,24,25,28,2,27,26.5,0,0.0,7,34,26,Pathfinder #184: The Ghouls Hunger,14,Yurgak
522,7,5,4,7,5,4,33,210,23,21,24,24,0,27,22.0,0,0.0,6,29,21,Pathfinder #184: The Ghouls Hunger,13,Weeping Jack
4413,4,1,1,3,3,-2,18,42,9,12,6,9,1,11,9.5,0,0.0,2,20,12,Pathfinder Society Scenario #4-05: The Arclord who Never Was,3,Vrisk
4411,4,1,1,3,3,-2,18,34,7,10,4,7,1,9,5.5,0,0.0,2,18,10,Pathfinder Society Scenario #4-05: The Arclord who Never Was,2,Overtaxed Vrisk
4410,2,4,3,0,-1,1,19,30,5,7,10,3,1,10,5.5,10,3.5,0,17,9,Pathfinder Society Scenario #4-05: The Arclord who Never Was,2,Dero Stalker (PFS 4-05)
4409,0,3,0,2,1,4,18,40,6,5,8,10,1,10,5.5,0,0.0,2,19,10,Pathfinder Society Scenario #4-05: The Arclord who Never Was,3,Charlatan (PFS 4-05)
4408,2,0,4,-5,0,-5,15,20,5,7,5,3,0,8,5.5,0,0.0,0,0,0,Pathfinder Society Scenario #4-05: The Arclord who Never Was,1,Animated Leather Armor
4412,0,3,2,1,2,1,16,21,5,7,8,5,0,8,4.5,0,0.0,0,0,0,Pathfinder Society Scenario #4-05: The Arclord who Never Was,1,Skulk Raider
4401,4,3,2,-1,1,0,20,60,10,9,10,6,0,13,9.5,0,0.0,0,0,0,Pathfinder Society Scenario #4-04: To Seek the Heart of Calamity,4,Bugbear Raider
4402,4,2,4,2,0,1,16,20,6,10,4,7,0,7,5.5,6,0.0,0,0,0,Pathfinder Society Scenario #4-04: To Seek the Heart of Calamity,1,Damaged Automaton
4403,4,-1,4,-4,2,-1,17,24,6,10,5,8,0,10,10.5,0,0.0,0,0,0,Pathfinder Society Scenario #4-04: To Seek the Heart of Calamity,2,Living Boulder (PFS 4-04)
4405,4,2,4,2,0,1,19,20,8,12,6,9,0,10,10.5,9,10.0,0,0,0,Pathfinder Society Scenario #4-04: To Seek the Heart of Calamity,3,Patched Up Automaton
4406,0,2,1,1,2,5,22,59,10,9,11,15,2,10,7.5,13,12.0,3,22,14,Pathfinder Society Scenario #4-04: To Seek the Heart of Calamity,5,Sounrel (3-4)
4407,0,3,1,1,2,5,25,90,13,12,14,18,2,12,9.5,16,14.0,4,25,17,Pathfinder Society Scenario #4-04: To Seek the Heart of Calamity,7,Sounrel (5-6)
4404,4,3,4,-5,2,-4,22,75,12,15,12,10,0,14,12.5,0,0.0,0,0,0,Pathfinder Society Scenario #4-04: To Seek the Heart of Calamity,5,Mutated Scorpion
491,0,3,0,4,3,5,27,127,19,16,19,19,3,22,16.0,0,0.0,5,29,21,Pathfinder #183: Field of Maidens,10,Lasheeli
488,5,-1,4,-5,0,-2,20,130,9,15,9,11,0,15,16.0,0,0.0,0,0,0,Pathfinder #183: Field of Maidens,5,Hollow Husk
490,4,7,2,2,5,4,32,235,23,18,23,21,0,26,13.0,0,0.0,6,32,24,Pathfinder #183: Field of Maidens,12,Kerinza
489,5,2,6,-4,1,0,24,145,15,19,15,12,0,18,20.0,0,0.0,0,0,0,Pathfinder #183: Field of Maidens,7,Hungering Growth
487,7,4,5,4,5,3,32,250,23,22,21,24,0,25,24.0,0,0.0,6,32,24,Pathfinder #183: Field of Maidens,12,Guloval
495,0,7,5,2,4,0,30,205,19,19,22,16,0,23,15.0,0,0.0,5,28,20,Pathfinder #183: Field of Maidens,10,Prince Doriel
485,4,6,3,0,3,1,28,155,15,18,20,16,0,21,15.0,0,0.0,0,0,0,Pathfinder #183: Field of Maidens,9,Ghast Outlaw
484,7,2,6,-4,2,-2,30,120,16,20,16,14,0,21,19.0,0,0.0,0,0,0,Pathfinder #183: Field of Maidens,8,Bulette
483,4,6,4,-5,0,-5,28,120,13,16,18,12,0,15,18.0,15,15.0,0,0,0,Pathfinder #183: Field of Maidens,8,Animated Tea Cart
492,2,4,2,1,4,0,25,115,17,15,18,12,0,18,11.5,18,17.0,0,0,0,Pathfinder #183: Field of Maidens,7,Nwanyian Archer
486,5,3,3,0,0,4,29,175,19,21,19,16,2,23,18.0,26,15.5,5,29,21,Pathfinder #183: Field of Maidens,10,"Grace ""The Rhino"" Owano"
493,4,1,3,0,3,0,22,80,12,15,9,12,0,15,13.5,11,7.5,0,0,0,Pathfinder #183: Field of Maidens,5,Nwanyian Defender
503,6,9,6,5,6,3,41,230,28,26,31,28,0,30,37.0,33,19.0,8,37,29,Pathfinder #183: Field of Maidens,16,Wheel Archon
496,0,7,5,2,4,0,30,205,19,19,22,16,0,23,15.0,0,0.0,5,28,20,Pathfinder #183: Field of Maidens,10,Princess Kerinza
497,0,7,5,2,4,0,30,205,19,19,22,16,0,23,15.0,0,0.0,5,28,20,Pathfinder #183: Field of Maidens,10,Restored Doll
498,6,-1,6,-5,0,-5,26,120,13,17,10,9,0,19,19.0,12,16.0,0,0,0,Pathfinder #183: Field of Maidens,7,Shadowbound Monk Statue
499,7,5,3,-5,0,-5,29,170,18,19,21,14,0,23,23.5,0,0.0,0,0,0,Pathfinder #183: Field of Maidens,10,Shadowforged Guardian
500,5,2,4,-4,0,-2,22,120,14,16,14,12,0,17,17.0,0,0.0,0,0,0,Pathfinder #183: Field of Maidens,6,Shimmernewt
501,6,4,3,-5,0,0,28,110,5,17,16,14,0,20,17.0,0,0.0,0,0,0,Pathfinder #183: Field of Maidens,8,Skeletal Knight
502,7,5,4,3,3,5,33,180,23,25,19,22,0,26,31.5,0,0.0,6,30,22,Pathfinder #183: Field of Maidens,12,Vampire Taviah
504,3,5,3,2,4,7,26,109,17,14,18,19,0,16,18.5,0,0.0,4,25,17,Pathfinder #183: Field of Maidens,8,Yshula
505,5,5,1,7,3,3,30,195,21,21,23,19,0,23,20.5,0,0.0,6,33,25,Pathfinder #183: Field of Maidens,11,Yulthruk
506,4,2,2,0,3,1,22,120,15,14,12,15,0,17,11.5,17,7.5,0,0,0,Pathfinder #183: Field of Maidens,6,Zuntishan Guard
494,0,7,5,2,4,0,30,205,19,19,22,16,0,23,15.0,0,0.0,5,28,20,Pathfinder #183: Field of Maidens,10,Prachalla
1342,6,4,4,1,4,3,45,324,38,32,35,38,2,37,36.0,0,0.0,9,44,38,Pathfinder Kingmaker,20,The Knurly Witch
1333,0,3,3,1,0,2,15,20,5,6,8,5,0,6,3.5,0,0.0,0,0,0,Pathfinder Kingmaker,1,Svetlana
1331,2,3,2,0,0,0,15,16,4,6,7,4,0,6,5.5,7,5.5,0,0,0,Pathfinder Kingmaker,0,Stag Lord Bandit
1334,8,5,7,-4,4,0,33,220,22,25,23,20,0,26,21.0,0,0.0,0,0,0,Pathfinder Kingmaker,12,Talon Peak Roc
1332,9,1,6,0,6,0,37,370,28,28,25,30,1,33,31.5,0,0.0,6,30,22,Pathfinder Kingmaker,16,Storm-Struck Arboreal
1335,0,3,1,2,1,4,19,65,9,9,11,11,2,15,4.5,0,0.0,2,20,12,Pathfinder Kingmaker,4,Tartuccio
1341,8,6,6,4,6,8,42,350,35,32,30,30,1,34,35.5,34,30.0,5,37,29,Pathfinder Kingmaker,18,The Horned Hunter
1337,7,3,6,-4,4,3,28,120,19,21,16,19,0,21,23.0,0,0.0,0,0,0,Pathfinder Kingmaker,9,The Beast
1338,4,6,3,3,3,6,28,135,16,12,17,14,1,20,17.5,0,0.0,4,26,18,Pathfinder Kingmaker,8,The Dancing Lady
1339,3,2,2,1,5,4,34,240,24,24,20,26,0,25,28.5,0,0.0,7,34,24,Pathfinder Kingmaker,13,The First Faithful
1340,-5,6,3,6,2,9,36,220,24,27,30,26,0,27,21.0,0,0.0,6,34,28,Pathfinder Kingmaker,16,The Gardener
1330,-5,6,0,2,5,2,28,65,18,12,18,16,0,19,15.0,0,0.0,4,25,17,Pathfinder Kingmaker,7,Spirit of Stisshak
1336,4,2,4,0,2,2,24,155,18,20,16,18,0,18,12.5,0,0.0,0,0,0,Pathfinder Kingmaker,9,Terrion Numesti
1329,4,4,1,-1,2,1,28,99,18,18,16,16,0,20,23.5,18,14.5,0,0,0,Pathfinder Kingmaker,8,Skeletal Tiger Lord
1317,1,4,3,0,3,1,21,85,12,11,14,17,0,13,7.5,0,0.0,0,0,0,Pathfinder Kingmaker,5,Prazil
1327,4,2,4,1,0,3,28,160,15,21,17,15,0,20,22.5,18,17.0,0,0,0,Pathfinder Kingmaker,9,Sir Fredero Sinnet
1326,6,1,5,-2,2,-1,22,120,12,17,11,14,0,17,17.0,0,0.0,0,0,0,Pathfinder Kingmaker,6,Shambler
1325,4,3,4,0,5,4,31,200,22,21,18,24,2,22,18.5,0,0.0,6,30,22,Pathfinder Kingmaker,11,Sepoko
1324,0,3,1,1,4,3,22,75,15,10,12,15,1,15,8.5,0,0.0,3,23,13,Pathfinder Kingmaker,6,Satinder Morne
1323,7,5,6,-4,6,0,31,195,21,23,18,21,0,24,23.5,0,0.0,0,0,0,Pathfinder Kingmaker,11,River Elasmosaurus
1322,8,6,10,8,6,10,48,470,38,38,34,34,0,41,50.0,0,0.0,10,45,37,Pathfinder Kingmaker,21,Risen Fetch
1321,0,6,2,4,2,4,27,70,15,13,17,15,1,18,6.5,0,0.0,2,20,12,Pathfinder Kingmaker,7,Rigg Gargadilly
1320,9,6,9,-3,6,-2,39,330,28,32,27,29,0,34,34.5,0,0.0,0,0,0,Pathfinder Kingmaker,17,Rezatha
1319,0,4,2,2,3,5,32,145,20,19,23,20,2,23,9.0,0,0.0,6,30,22,Pathfinder Kingmaker,11,Quintessa Maray
1193,5,2,4,2,6,4,25,120,17,15,13,17,0,17,11.5,0,0.0,4,25,17,Pathfinder Kingmaker,7,Aecora Silverfire
1194,6,4,4,1,3,4,28,155,19,17,21,19,1,16,11.5,21,19.0,4,25,15,Pathfinder Kingmaker,9,Agai
1195,4,1,3,0,0,2,18,53,10,11,8,7,0,12,10.5,8,6.5,0,0,0,Pathfinder Kingmaker,3,Akiros Ismort
1196,7,3,5,-3,5,0,29,195,21,21,17,19,0,23,20.0,0,0.0,0,0,0,Pathfinder Kingmaker,10,Akuzhail
1343,6,2,6,2,4,3,23,106,14,15,13,14,0,18,11.5,0,0.0,0,0,0,Pathfinder Kingmaker,6,The Lonely Warrior
1328,2,2,4,1,5,2,31,250,23,22,20,25,0,24,14.5,0,0.0,6,36,26,Pathfinder Kingmaker,12,Sister of the Bloodshot Eye
1344,9,4,8,0,3,6,40,430,31,36,27,27,0,35,30.5,0,0.0,0,0,0,Pathfinder Kingmaker,18,The Misbegotten Troll
1373,-5,3,2,5,2,4,28,150,19,19,20,19,0,21,23.0,0,0.0,0,0,0,Pathfinder Kingmaker,11,Xae
1346,5,9,5,10,6,8,47,325,35,34,39,35,1,36,39.0,0,0.0,10,44,36,Pathfinder Kingmaker,21,The Wriggling Man
1318,10,6,6,-4,6,6,44,395,33,35,33,31,0,37,28.0,33,28.0,0,0,0,Pathfinder Kingmaker,19,Primal Bandersnatch
1374,7,4,5,0,7,4,32,220,25,23,20,25,0,32,18.5,0,0.0,6,36,26,Pathfinder Kingmaker,12,Zorek
1197,8,6,5,0,6,5,36,245,26,23,28,26,0,0,0.0,0,0.0,0,0,0,Pathfinder Kingmaker,14,Alasen
1372,9,5,6,-2,5,4,41,380,32,32,30,30,0,35,33.5,0,0.0,0,0,0,Pathfinder Kingmaker,18,Winged Owlbear
1371,6,1,6,2,3,2,27,138,16,18,15,16,0,20,20.0,0,0.0,0,0,0,Pathfinder Kingmaker,8,Windchaser
1370,9,6,6,5,8,6,42,380,30,28,30,34,0,35,34.5,34,0.0,8,40,32,Pathfinder Kingmaker,18,Wild Hunt Scout
1369,10,6,7,6,7,10,46,450,35,33,32,35,0,38,38.0,0,0.0,10,40,32,Pathfinder Kingmaker,20,Wild Hunt Monarch
1368,7,4,5,1,5,4,36,300,29,27,24,25,0,29,27.5,0,0.0,6,34,26,Pathfinder Kingmaker,14,Wild Hunt Hound
1367,8,4,6,-1,6,4,37,320,29,27,23,29,0,30,32.0,0,0.0,6,36,28,Pathfinder Kingmaker,15,Wild Hunt Horse
1366,6,8,6,3,6,6,39,340,30,26,32,28,0,30,31.5,32,29.0,8,37,29,Pathfinder Kingmaker,16,Wild Hunt Archer
1365,5,9,6,5,6,7,42,280,31,29,34,29,0,35,25.5,0,0.0,8,38,30,Pathfinder Kingmaker,17,Whimwyrm
1364,6,10,7,8,6,10,47,374,35,36,39,33,0,39,37.0,0,0.0,10,44,36,Pathfinder Kingmaker,21,Werendegar
1363,5,4,5,7,5,5,33,200,23,23,20,25,0,24,18.0,0,0.0,8,35,27,Pathfinder Kingmaker,12,Vordakai
1345,3,4,3,0,-1,3,23,110,16,15,16,9,0,15,9.5,17,9.5,0,0,0,Pathfinder Kingmaker,6,The Stag Lord
1362,4,2,2,0,0,2,18,48,7,11,9,7,0,11,10.5,0,0.0,0,0,0,Pathfinder Kingmaker,3,Volodmyra
1360,5,2,4,0,4,3,35,350,27,27,23,27,0,30,26.0,0,0.0,0,0,0,Pathfinder Kingmaker,15,Villamor Koth
1359,10,7,6,6,6,8,44,375,35,31,36,33,0,36,34.0,0,0.0,7,41,33,Pathfinder Kingmaker,19,Vilderavn Herald
1357,7,5,5,3,5,5,31,220,22,22,20,22,1,25,27.5,0,0.0,8,30,22,Pathfinder Kingmaker,11,Tulvak
1356,8,4,8,0,6,4,35,340,27,29,23,27,0,31,34.0,0,0.0,0,0,0,Pathfinder Kingmaker,15,Troll Guard
1355,9,5,6,0,6,0,41,400,30,17,8,9,0,35,39.5,0,0.0,0,0,0,Pathfinder Kingmaker,18,Tree that Weeps
1354,6,4,4,-5,2,-4,23,70,13,15,13,9,0,15,17.0,0,0.0,0,0,0,Pathfinder Kingmaker,5,Trapdoor Ogre Spider
1353,4,2,2,0,4,2,26,160,18,16,14,18,0,21,11.5,0,0.0,0,0,0,Pathfinder Kingmaker,8,Tiger Lord
1352,7,2,5,-2,4,0,33,250,20,24,19,22,0,27,29.5,23,22.0,0,0,0,Pathfinder Kingmaker,12,Tiger Lord Hill Giant (TL2)
1351,3,2,2,-4,2,0,16,16,4,6,8,4,0,7,5.5,0,0.0,0,0,0,Pathfinder Kingmaker,0,Thylacine
1350,0,4,1,2,6,5,41,315,31,27,29,33,2,31,13.5,0,0.0,9,38,30,Pathfinder Kingmaker,17,Thresholder Mystic
1349,2,5,3,5,3,1,39,290,29,28,30,26,0,31,15.5,31,14.5,0,0,0,Pathfinder Kingmaker,16,Thresholder Hermeticist
1348,5,5,2,0,4,2,36,255,26,23,28,25,0,29,34.5,0,0.0,0,0,0,Pathfinder Kingmaker,14,Thresholder Disciple
1347,1,2,1,0,0,0,14,8,2,5,6,2,0,6,2.5,6,3.5,0,0,0,Pathfinder Kingmaker,-1,Thorn River Bandit
1361,4,4,3,3,6,4,26,135,18,13,16,18,0,19,14.0,0,0.0,4,23,15,Pathfinder Kingmaker,8,Virthad
1198,4,4,2,1,4,0,25,115,17,15,17,15,0,18,13.5,18,12.5,0,0,0,Pathfinder Kingmaker,7,Aldori Sister
1358,-2,5,7,-5,5,-4,32,155,23,25,23,19,0,0,0.0,0,0.0,0,0,0,Pathfinder Kingmaker,12,Vicious Army Ant Swarm
1200,-5,7,0,4,6,4,33,130,22,16,23,20,0,23,23.0,0,0.0,0,0,0,Pathfinder Kingmaker,10,Ancient Wisp
1286,10,6,7,2,7,6,47,430,36,38,33,36,1,38,36.0,38,35.0,6,44,36,Pathfinder Kingmaker,21,Lesser Jabberwock
1285,5,6,5,9,5,6,42,240,31,27,30,33,1,34,34.0,0,0.0,9,40,34,Pathfinder Kingmaker,18,Leng Envoy
1284,4,2,2,0,4,0,25,140,15,16,13,17,0,0,0.0,0,0.0,0,0,0,Pathfinder Kingmaker,7,Kundal
1283,3,2,1,0,1,2,15,22,6,8,7,6,0,8,6.5,0,0.0,0,0,0,Pathfinder Kingmaker,1,Kressle
1282,8,5,4,2,5,4,39,295,29,30,27,27,0,30,40.0,0,0.0,0,0,0,Pathfinder Kingmaker,16,Korog
1281,9,5,6,1,5,6,39,295,27,30,27,27,0,33,36.5,29,21.5,0,0,0,Pathfinder Kingmaker,16,Kob Moleg
1280,5,3,2,2,2,5,23,115,12,15,15,12,0,18,19.0,0,0.0,0,0,0,Pathfinder Kingmaker,6,King Vesket
1279,1,4,3,0,3,1,21,85,12,11,14,17,0,11,5.5,0,0.0,3,22,14,Pathfinder Kingmaker,5,Kereek
1278,8,5,4,2,5,4,37,255,27,24,25,27,0,30,33.0,0,0.0,0,0,0,Pathfinder Kingmaker,14,Kellid Graveknight
1277,8,4,6,0,4,4,37,270,27,29,25,25,0,29,31.0,29,29.5,0,0,0,Pathfinder Kingmaker,15,Kargstaad's Giant
1276,10,6,8,4,6,8,43,360,33,35,31,33,0,37,35.5,35,29.0,0,0,0,Pathfinder Kingmaker,19,Kargstaad
1275,5,1,3,0,2,0,17,25,9,12,6,9,0,10,12.5,0,0.0,0,0,0,Pathfinder Kingmaker,3,Jurgrindor
1287,1,2,1,0,4,3,20,65,12,9,12,14,1,9,6.5,0,0.0,2,21,12,Pathfinder Kingmaker,4,Lickweed
1274,-5,4,2,2,4,2,25,120,19,15,19,19,0,19,19.0,0,0.0,6,0,0,Pathfinder Kingmaker,9,Jin Durwhimmer
1272,3,5,2,1,3,4,36,260,23,23,27,24,0,29,18.0,0,0.0,0,0,0,Pathfinder Kingmaker,14,Jamandi Aldori
1271,6,4,4,2,4,4,25,92,15,15,15,17,0,17,17.0,0,0.0,8,23,15,Pathfinder Kingmaker,7,Jaggedbriar Hag
1270,10,6,9,2,8,6,44,440,36,37,32,34,0,35,56.5,0,0.0,9,40,31,Pathfinder Kingmaker,20,Irovetti's Fetch
1269,8,6,6,0,5,4,34,235,22,25,21,20,0,27,24.5,0,0.0,0,0,0,Pathfinder Kingmaker,13,Irahkatu
1268,10,5,6,0,7,6,43,400,33,34,31,35,0,38,36.0,0,0.0,0,0,0,Pathfinder Kingmaker,20,Immense Mandragora
1267,0,4,2,5,3,2,33,210,25,21,23,22,0,24,8.0,0,0.0,6,33,23,Pathfinder Kingmaker,12,Imeckus Stroon
1266,8,5,6,4,5,5,47,450,37,38,35,35,1,39,36.0,0,0.0,10,44,36,Pathfinder Kingmaker,21,Ilthuliak
1265,3,5,3,2,4,-1,33,220,22,21,25,22,0,26,13.0,0,0.0,2,30,22,Pathfinder Kingmaker,12,Ilora Nuski
1264,-3,6,3,0,6,0,28,100,18,13,20,16,0,20,3.5,0,0.0,0,0,0,Pathfinder Kingmaker,8,Horagnamon
1263,8,5,5,-3,5,0,30,275,25,27,25,23,0,30,27.5,0,0.0,0,0,0,Pathfinder Kingmaker,14,Hooktongue
1262,8,5,6,-3,5,-1,34,240,26,25,24,22,0,27,30.5,0,0.0,0,0,0,Pathfinder Kingmaker,13,Hooktongue Hydra
1261,8,1,5,2,2,2,31,200,21,22,16,21,0,24,25.0,0,0.0,0,0,0,Pathfinder Kingmaker,12,Hillstomper
1273,-2,4,2,-4,4,2,29,60,21,17,21,19,0,19,3.5,0,0.0,0,0,0,Pathfinder Kingmaker,9,Jewel
1260,8,4,5,-2,5,0,36,260,25,28,23,26,0,30,23.0,26,23.5,2,31,23,Pathfinder Kingmaker,14,Hill Giant Butcher
1288,1,7,3,2,5,2,32,180,22,18,24,22,0,24,8.5,0,0.0,5,30,22,Pathfinder Kingmaker,11,Lintwerth
1290,3,1,2,0,2,0,13,20,6,8,5,6,0,7,6.5,0,0.0,0,0,0,Pathfinder Kingmaker,1,Logger
1316,0,3,0,1,2,-1,16,25,5,3,8,5,1,9,3.5,0,0.0,2,17,9,Pathfinder Kingmaker,1,Prank Workshop Mitflit
1315,5,2,3,0,2,4,33,215,22,23,21,23,0,26,22.0,23,12.5,4,30,22,Pathfinder Kingmaker,12,Pitax Warden
1314,5,8,6,5,5,10,45,300,32,33,35,32,3,35,35.0,0,0.0,10,41,36,Pathfinder Kingmaker,19,Phomandala
1313,0,0,0,0,0,0,10,90,0,0,0,0,0,10,20.0,0,0.0,0,0,0,Pathfinder Kingmaker,4,Phantasmal Protagonist
1312,0,2,2,2,4,4,25,150,19,15,15,21,0,17,6.5,0,0.0,0,0,0,Pathfinder Kingmaker,9,Pavetta Stroon-Drelev
1311,7,2,5,-3,5,0,33,220,23,25,22,19,0,26,24.5,0,0.0,0,0,0,Pathfinder Kingmaker,12,Oversized Chimera
1310,8,5,7,-4,5,-3,35,290,24,28,26,24,0,29,29.5,0,0.0,0,0,0,Pathfinder Kingmaker,14,Overgrown Viper Vine
1309,3,1,3,0,1,1,12,26,6,8,6,6,0,8,6.5,0,0.0,0,0,0,Pathfinder Kingmaker,1,Oleg
1308,5,2,4,-4,4,-2,23,78,11,15,9,13,0,14,16.0,0,0.0,0,0,0,Pathfinder Kingmaker,5,Old Crackjaw
1307,4,8,8,6,8,11,49,495,41,39,43,41,3,41,50.0,41,32.0,10,46,42,Pathfinder Kingmaker,21,Nyrissa
1306,9,6,5,6,5,0,40,300,30,32,29,28,1,32,22.0,0,0.0,9,38,28,Pathfinder Kingmaker,17,Numerian Radiant Warden
1305,10,2,8,-4,0,-1,43,325,30,38,32,30,1,38,36.0,0,0.0,6,37,29,Pathfinder Kingmaker,19,Numerian Guthallah
1289,4,2,3,0,1,0,17,36,7,9,8,7,0,10,8.5,0,0.0,0,0,0,Pathfinder Kingmaker,2,Lizardfolk Warrior
1304,9,-1,9,-5,0,-5,42,255,26,33,27,29,0,35,33.5,0,0.0,0,0,0,Pathfinder Kingmaker,18,Numerian Adamantine Golem
1302,4,2,3,0,1,2,23,105,13,15,14,11,0,16,13.5,16,11.5,0,0,0,Pathfinder Kingmaker,6,Ntavi
1199,3,5,3,0,0,4,30,175,16,19,21,16,0,23,16.0,22,12.5,0,0,0,Pathfinder Kingmaker,10,Ameon Trask
1300,10,6,8,9,6,9,43,445,33,35,31,33,1,37,36.0,0,0.0,6,41,33,Pathfinder Kingmaker,19,Niodrhast
1299,3,2,2,0,4,3,26,80,19,17,15,19,1,16,8.5,16,12.0,5,28,19,Pathfinder Kingmaker,9,Nilak
1298,10,6,6,5,8,5,46,380,38,34,34,38,0,38,36.0,0,0.0,10,42,34,Pathfinder Kingmaker,20,Nightmare Rook
1297,4,5,4,2,4,7,33,215,22,19,24,23,1,24,24.5,0,0.0,6,32,20,Pathfinder Kingmaker,12,Ngara
1296,0,6,4,-4,6,0,27,150,19,7,12,9,0,0,0.0,0,0.0,0,0,0,Pathfinder Kingmaker,9,Murder of Crows
1295,10,6,6,0,6,4,43,295,30,33,35,31,0,37,32.0,0,0.0,0,0,0,Pathfinder Kingmaker,19,Minognos-Ushad
1294,2,3,1,0,1,4,21,78,11,11,13,11,0,15,12.0,0,0.0,3,22,14,Pathfinder Kingmaker,5,Melianse
1293,6,8,4,8,6,4,37,210,29,23,29,27,1,29,30.5,0,0.0,8,32,29,Pathfinder Kingmaker,15,Mastiff Of Tindalos
